,label,predict
7773,0,0.007590446980647319
10635,1,0.9999226174622913
6944,0,0.003369243125360552
4055,1,0.9690492685111131
9081,0,0.7498643579933557
8235,1,0.9997833063195735
123,1,0.9908332743501118
11542,1,0.9972700277226718
5384,1,0.999443444246089
7531,0,0.003848013541171027
7744,1,0.9947559168139934
8026,0,0.00011610190130035526
5544,1,0.999874967617808
322,0,0.004064804658683714
5293,0,3.884438198913306e-05
1664,0,0.017611526800783577
1085,0,0.0010812270116802999
5669,0,0.00010735010092533929
5430,1,0.9915504090858203
5746,1,0.34561522465153255
10687,1,0.9999919114336706
5054,1,0.9984907975246914
10618,0,0.043485796017546936
5943,0,0.0025700766054665746
5525,1,0.7072523962803297
11764,0,0.8648348459044761
2612,1,0.9999999987243255
6159,0,0.25014750084684406
5089,1,0.9982849718045975
12403,0,0.414424102764387
3274,0,0.9983593806745356
11055,0,0.8617065051052802
9980,1,0.9999946981199984
2452,0,0.18647897461632312
1252,0,1.1016213305964747e-05
2968,1,0.992022364157892
1842,1,0.5852374391582479
555,0,0.017344175209026685
3601,0,0.0019332779743519834
7866,1,0.9946725124583848
8027,1,0.9658754590082788
6279,0,0.4792761614694489
10438,1,0.8966980355348834
2320,0,0.7733089049595208
4249,1,0.9999363231251805
6991,1,0.9907837394306215
1932,1,0.33355570727059414
4073,0,0.621761935159467
8682,1,0.3563749184677368
6972,1,0.9370552803618875
5264,0,0.0009319206312778631
895,0,0.32260292916938604
4688,0,0.011768449710012027
9365,0,0.0015899882191747804
3474,1,0.9717738993491826
7460,0,0.0002697941474296468
5857,1,0.9991954947771833
7994,1,0.01899059852158423
1336,0,2.1935748212207913e-08
4982,1,0.9999706312854915
980,0,3.1381115524355764e-07
3187,0,1.909806325734436e-05
124,0,0.017109345292705715
359,1,0.9999973940460007
8689,0,0.0003995485740879673
6270,0,0.1117967827309956
6070,0,0.050473859847857565
12033,0,0.03832872274788904
1426,1,0.9999956435909145
5823,0,0.04674663275087915
335,0,3.5742290395931463e-06
4168,1,0.9999934592329783
6041,1,0.9999318685393299
601,0,0.10064570600000831
2924,1,0.9999246661689994
2407,0,0.5243347120007458
9310,1,0.9955721863817834
7226,1,0.9332046597595686
6062,0,0.012019437164728992
9106,1,0.8593978585829608
1918,1,0.999703470595358
12022,1,0.9984414258449201
373,1,0.4253451272951581
4082,0,5.740899189552794e-07
3808,1,0.9975963894428059
1285,0,0.2045806082161237
1330,1,0.0007547164955322677
6401,0,0.0011661682247390537
10472,1,0.9999989392224248
11272,0,0.009111679178512591
2148,0,0.002356682801080322
12401,1,0.9983368719189437
3883,0,0.8239529820282404
8641,1,0.9999999982322678
11198,1,0.8003348216222795
11559,1,0.9358603230312874
3982,1,0.9999968344954757
7752,1,0.9999988148673312
5137,1,0.9808648832394193
9859,1,0.798781387183242
9864,0,0.12026891804945114
2045,1,0.9683233218905125
10946,0,1.1514674798200989e-05
9412,1,0.9781059447008423
6877,1,0.19832788700353762
3190,1,0.2039008884130314
5204,1,0.985533963604736
6104,1,0.9542996535223636
6826,0,0.7476577986868856
3094,1,0.9435830080966574
8127,1,0.9960862700746146
902,1,0.9983744445392025
11841,0,0.002910068484477602
7298,0,0.8861565336984704
3054,0,0.00010362538205930718
8909,0,0.07064918358746983
1636,1,0.9999279670254849
623,1,0.999727889315999
9941,1,0.9951879521677139
6220,1,0.9999968800711525
11637,1,0.9453561113055211
344,1,0.7103444099164634
2200,1,0.9932253493823514
7016,0,0.32477291983772094
3143,0,0.32732347034249065
10947,0,0.0006126971069343832
9591,1,0.7670124025455488
8073,0,0.0005778604097001942
9756,1,0.9966085255786193
7187,0,0.0013166831587236342
2496,1,0.4836028475793745
9832,1,0.9168338527194324
5720,0,0.19031327272738513
9348,0,0.00036991690842324415
10017,1,0.999915577902119
12379,0,0.0012374502989228103
5836,0,0.004499795801862901
7713,1,0.2026971938726543
6063,1,0.999758267829823
5182,1,0.9998011980362214
10260,0,4.7406220548180076e-07
6535,1,0.9999302173129491
6673,0,0.001607864673200249
1431,0,0.023315936724418052
11175,0,3.89168942192553e-05
8461,1,0.5134197266937605
5500,0,0.0001385213002207908
6971,1,0.7337263758621034
10189,1,0.22763979709361976
5267,1,0.9999417945977849
6382,0,0.8643083949526063
2080,0,0.5548442895334518
7272,0,0.5566344496270326
3857,0,0.0012132792227926175
9528,0,0.0016913105647370363
2572,1,0.9679009971947264
1379,1,0.9999905737753124
8714,1,0.9745521812933106
9660,0,0.0019860805050850817
10367,0,0.0005532988036021927
5766,1,0.9998425555897447
7004,0,0.03744257236295149
1724,1,0.9971038571706093
6830,0,0.018043540907677784
7337,0,0.9902480303427436
3714,0,1.8871765230224933e-05
1898,1,0.9291500195487677
1800,0,0.29959828909796743
4861,1,0.4347295559579142
6947,0,0.32010593303796003
1922,1,0.9925973551108921
5587,0,0.5422840099082439
3012,0,0.00017082780918480341
6699,0,0.2153241636883973
9774,1,0.9999667908536618
6444,1,0.9890379952573785
8042,1,0.9385718989101908
7897,1,0.9999988195131821
2184,1,0.9720031768417433
5932,1,0.9765144985058113
10660,1,0.8644893605155969
7420,0,0.00018328899548695693
796,0,0.05106702561461426
8413,0,0.028782645691566692
512,1,0.9977931723806485
505,0,9.635542585275258e-11
10402,0,0.23029111473412078
3366,1,0.9998530665165046
8157,1,0.3935238086993749
4274,1,0.8681613725712345
7019,1,0.5917043902975188
7964,0,0.00169382422647256
8414,1,0.9911786723859607
51,1,0.005258143625646794
12149,0,3.352467342464302e-05
8762,1,0.9770064388318811
7831,0,0.3918327650031953
1513,0,0.007438803961006168
2157,1,0.9883291048739036
320,0,0.03311394972145099
3572,1,0.4756879004700568
5034,1,0.9999897142201196
1656,0,3.8281199928009115e-06
3469,1,0.9141447564858279
6902,1,0.9994678510037628
2159,0,0.02996666015824825
7228,1,0.9985196246371167
6096,0,0.008875488176210294
8766,1,0.9894358365900541
1433,0,0.8572110167106428
8655,0,0.07957161679302714
12329,0,0.005323117974884742
2363,0,0.0030620629845036444
1786,0,0.1182475731060026
7722,1,0.9474986269434096
8351,0,0.0007211080563656383
8230,0,5.170877611613039e-06
9167,0,0.026659585186744512
2113,0,0.5976559166632751
1321,1,0.8309910502618192
9374,1,0.9969703572880724
11902,0,0.0007380892298182527
1141,1,0.9631385434668956
10363,0,8.80987479125574e-05
6522,1,0.9999965240370126
5468,0,0.003489795607997932
10378,0,0.0044245974951439134
3542,0,0.0070312766230544305
11505,1,0.9656613825123196
12236,0,0.0003378897285473007
1427,1,0.9867447210459755
1997,0,0.1298642571202236
3779,0,0.3012064002362836
1320,0,0.003309098107076872
8768,0,0.973525807700379
919,1,0.6742358791336979
11210,0,0.006870902098337593
425,0,0.002583025488173908
11522,1,0.9892512931101323
4859,0,0.8017847075767625
968,0,0.14081375906836102
189,0,0.2600224651635944
5301,1,0.9814592005474522
11204,0,0.0004523440512316972
4366,0,0.3430101472051882
1178,1,0.6099903996283065
5880,1,0.9596730187481763
4201,0,1.9900518366191977e-05
2554,1,0.9977255612928818
3183,1,0.9970888989913544
9170,0,0.026709785209140517
4819,1,0.9207975098913999
10299,1,0.9997295675651204
885,1,0.8666401860748003
5669,1,0.9999979610245294
4139,1,0.9985178589384346
4943,1,0.8663043080138104
11418,1,0.6800315613938028
10219,1,0.9971704362684408
3990,1,0.9985464321217908
6338,1,0.27007510750601765
2736,0,0.011037983404685847
1455,1,0.9994897358633389
10874,1,0.9999968690518575
7839,0,0.00948640852752642
3398,1,0.8716684813000496
7589,1,0.9984133497795161
9429,0,0.04990120930281184
11398,0,0.8052134113722769
9242,1,0.9607677674263214
5769,0,0.10616150290044506
10669,1,0.9173980344645182
8576,1,0.824878595175388
6585,1,0.25127352144187826
1652,1,0.9832711407117479
6759,0,0.03524414119403056
3537,1,0.05530184518552749
9657,0,0.0904534069158482
10269,1,0.05419217777322006
10040,0,0.0003101675040017479
11972,1,0.9975330383608009
915,0,0.94336053889722
1136,0,0.0061708075435161274
49,1,0.9719293093944191
2998,0,1.524251276325661e-08
761,1,0.952469489387914
6435,0,0.0059372487313318996
3553,1,0.9556681669494895
887,1,0.9594858621885589
10121,0,0.0017911062781519075
2929,0,0.6924199231194607
431,0,1.0142966121873819e-05
6409,0,0.03393372630065845
5106,0,0.00022276072810979017
4463,1,0.9997335366735258
8179,0,7.639477935249319e-05
8757,1,0.838921356165383
10878,0,1.0408918816619536e-08
11687,1,0.9999824778071249
9616,1,0.9426098939592896
8149,1,0.9590846800434976
10159,1,0.18727972048595978
11473,0,2.0488786806483386e-06
9063,1,0.9334532832647424
10207,0,5.642645467098422e-05
12307,0,0.15540153796405154
9495,1,0.9518559523713275
8042,0,4.058127564595073e-05
10716,0,0.16282910044776877
12268,0,5.27447702996003e-05
9067,0,0.060734952399733755
2607,1,0.9999093887316786
5794,0,0.027060477880585174
2009,0,0.5249776485508569
10519,0,0.1283542950799471
12050,1,0.9995134769456943
2482,1,0.8149768536638099
1269,0,0.00358520691588762
5245,1,0.9995117914809474
284,1,0.7520977519386115
7898,0,1.296643783638029e-06
10011,0,9.499253186557016e-05
9416,0,7.86499707947983e-07
10011,1,0.6505005359353513
11751,0,4.192350635489882e-09
12203,1,0.9900696381416451
2305,1,0.6214818210578191
5103,0,0.10199254591728561
2649,1,0.012846546470286107
9234,0,0.46886951883009925
11404,1,0.9979898400058665
8335,0,0.026207035221349064
10216,1,0.8424775047398504
6637,0,0.00014907288028055603
10803,1,0.9999999761044841
4083,1,0.9913747517230951
3125,0,0.0017574790091203795
2450,0,3.6694778623861754e-05
9410,1,0.2367956725834676
12192,0,0.0005776159596379494
9715,1,0.2488437241674988
1278,1,0.9979277264127753
5713,0,0.31278512147592835
10247,0,0.05398792468772834
1157,0,0.0003671183101875874
3086,0,1.3303408117607285e-06
3085,0,0.0003091078563065175
934,0,0.0067523677227389065
8639,0,0.00030932736014293124
1438,0,0.041219287301848484
3316,1,0.12480848924843153
305,1,0.36669974183495274
14,1,0.8209683934921534
9425,1,0.012344189625785417
6018,1,0.9998052872032085
9897,1,0.7869520613062366
1571,0,0.09727220072646442
3608,0,0.5802979499780503
10632,0,0.0006594246447580344
517,0,0.047151964370668195
5105,1,0.9999497891901673
9208,1,0.9969776189379899
10249,1,0.9999806636242148
5276,0,0.020820154434525385
2667,0,0.018122300254163063
12071,0,0.0005277564568103091
10414,0,1.7873122376859836e-05
9788,0,0.0009826747234482167
7567,0,0.01469043560148954
12023,0,0.5202316449241092
9712,1,0.9255470717821961
11715,1,0.9663559478300819
2450,1,0.9999996420221744
10345,0,1.6785346657236094e-06
4340,0,0.9981163706192558
292,0,0.8859433472216398
12443,1,0.9801786781288906
11511,1,0.9979779207328313
3244,0,0.9873787747654986
10702,0,0.0005517322119924573
10017,0,0.000398326824799532
2438,1,0.8082836939434063
6784,1,0.9961952038039528
2712,1,0.9750961136672224
12235,1,0.957233617789506
2461,0,0.6923013803177664
4962,1,0.998663831130739
2640,1,0.996455340449552
3368,1,0.6060249989244757
7055,1,0.017581679724122796
611,1,0.9988609895997632
4133,0,0.7605034066235246
553,0,0.00043403608506972644
10788,0,0.8498641573661551
9737,1,0.9980368281660252
3501,1,0.9193951121088575
10705,0,0.004423580599676737
3858,0,0.004072462581104022
12229,0,6.373272715463469e-05
8585,1,0.9707177890652994
12246,1,0.9448291564398605
5324,1,0.8533267794923866
5580,1,0.6480878214199723
2590,1,0.9587692076728186
9292,0,0.9019066682334391
807,1,0.9883797272404218
2047,0,0.007738297528776978
1985,0,0.05569860921910271
875,0,3.03346752777593e-06
2730,1,0.9999976097354994
2119,1,0.998680201694277
2829,0,0.07803690728464789
5215,0,0.9782264870499865
12069,1,0.9999589869200045
5471,0,4.506041877392723e-07
4242,0,0.00011641022418218466
10042,1,0.6227237522993797
5643,1,0.20797536617013818
9053,0,0.0003219050483590374
1251,1,0.17634448357281585
1884,1,0.9952771750515103
373,0,0.0010389930128582613
9104,1,0.9657326676701302
3497,1,0.9938666973300329
5876,0,0.083127407082293
10936,1,0.9979114641955711
8768,1,0.9953475976325712
9215,1,0.00030881612018138547
10835,1,0.9994095041320872
1084,1,0.9913709207968611
645,1,0.9640058899418722
8510,1,0.9615372503981742
10414,1,0.9948496806256861
2182,0,0.016155426915539516
9971,1,0.06101003647419643
974,1,0.9738858390006495
6226,1,0.9999807449259741
3656,0,0.08692112703493338
10270,1,0.9998500604985082
3888,0,0.01100786074320728
2405,0,0.0013446932104441004
260,1,0.9999808809671026
10185,1,0.9988111063354083
98,0,0.11295794612948522
1562,0,0.0011216157064135074
6193,1,0.9759241008079212
1292,1,0.6970119164899811
4469,0,0.9928345816755217
5074,1,0.999999583656913
1035,1,0.9987543001535518
11313,1,0.9156979460907222
9573,0,0.010586521888632142
4973,1,0.9786424698987982
10200,0,0.9767410044580682
2032,1,0.9767908757954851
3429,1,0.9756202425470891
5318,0,0.07200908450492532
11282,1,0.9884609774405264
4242,1,0.04923925635509037
10447,0,0.9202693421527123
8488,0,0.3624781783885816
2903,0,0.11480558969809833
6938,0,0.00014841874841302295
3973,0,0.9189208227873785
6964,0,0.7572903883954599
11969,0,1.709485360123533e-05
5109,0,0.001762523611813587
10308,0,0.021878019427543458
9472,1,0.9907945202549805
3727,1,0.98883155876132
3682,0,3.8677527608259005e-05
3495,0,0.001258136316739038
1073,1,0.9996303205912888
5982,1,0.7272863714325583
5408,0,0.8890602952059563
687,1,0.9993346370209686
8763,1,0.9999085074657719
1880,1,0.9932607290803446
8562,1,0.9942925112470148
11625,1,0.999020666540924
7653,0,0.0020543066936524338
7997,0,5.342628572022605e-07
1601,1,0.9676107054977924
5426,0,0.2557491975552169
1294,0,0.0052120093409973815
488,1,0.9996862332696254
2439,1,0.9925245978740885
2706,0,0.018444956866612853
4612,1,0.9999976473580545
10877,0,8.47900208231586e-07
3259,0,0.14587085507031705
7308,0,0.011675299071197945
2744,0,0.014641950813503482
6504,1,0.6520987497222145
3681,0,0.12274826938132762
1598,1,0.10711108181633185
1397,1,0.9842564315568718
3994,1,0.028259850321050925
8584,1,0.5752387121125899
1621,0,0.2206091947307689
7021,0,0.005539705115279264
1772,0,0.009948702892768018
427,1,0.9999946141799889
2958,1,0.9999611371628353
3914,1,0.9999990807472471
7972,1,0.9002087642243557
8600,0,1.9137259765783983e-06
4174,0,0.08878085376385313
9804,0,0.11776851192708347
2229,1,0.9799504074588669
6722,1,0.9959569539161655
5226,0,0.09973105796999684
8300,0,0.00015573527750949178
8838,0,0.06157192468264439
8917,1,0.990604937540186
307,0,0.01214403181065904
11712,0,0.0029056718918464438
3204,1,0.996129948001691
6401,1,0.4508393453758813
7961,1,0.8507725161454305
9736,1,1.4941282753987648e-05
8322,0,0.0002093965316225545
11030,0,0.2874502563134737
9413,1,0.9996308593383384
7402,0,0.08741803090543497
10653,0,0.9051946526398331
6852,0,0.010902592689697246
7238,0,0.31940727249937084
3147,0,0.06752761379830324
9337,0,0.00042512264829089997
9135,0,0.000935921853696277
1156,0,1.9766717205917346e-05
12257,0,2.7189605223827283e-06
11706,0,0.03556776411310999
5571,1,0.9999922527973265
10803,0,0.0061596012804318685
9801,1,0.9967172174689846
3807,0,0.8129514233293544
12489,1,0.31858308425279813
9139,1,0.931648070434775
8540,0,0.0012338746825533901
4647,0,0.0024200786363496028
10681,0,0.0831160780318767
5715,0,0.012975463458592691
6781,1,0.9998967507790045
6753,1,0.9705963191655405
8248,0,0.001024006032714103
11098,0,0.9060988704017552
9449,0,5.6807773560894516e-08
12278,1,0.990515651235371
9367,1,0.9016837571387376
7444,1,0.998475347983349
7591,0,0.9739879244887889
9563,1,0.9081905956312675
8242,1,0.4324249452604038
6656,0,0.6267679158554715
9150,0,8.021894903972637e-08
5700,1,0.9999861864299164
4823,1,0.9999987585067064
2853,1,0.999421912726282
2596,0,0.06906753466204392
780,0,0.27551997215004664
4508,1,0.5417994767851633
3360,0,0.0001112154536507742
511,0,0.14699251333069677
9191,1,0.9442081864844211
9962,0,0.29250787378365
7480,1,0.9726358651478196
5303,1,0.9999931438953439
8046,0,0.0002711159542669845
7208,1,0.999723222035359
2760,0,0.0040412969432097184
8398,1,0.9982467791295199
9768,0,0.6149122093907188
996,0,0.04887260424843625
7954,0,0.002167583633007665
2923,1,0.9999992692195272
2740,0,3.873185620106997e-05
10553,0,0.09524892504378105
11754,1,0.8679963410667552
4707,1,0.5759941584550108
5202,1,0.9589035753602383
77,0,0.7696943008824036
5516,1,0.05981953310666184
3025,1,0.16394707140501907
12267,1,0.9980103728902369
1071,1,0.9960902440919823
1857,0,0.19713329574450644
2836,0,0.008103900204185261
288,1,0.29929264110620846
6560,1,0.16983648482577976
3186,1,0.9999997911210602
3911,0,0.6678146970138816
4790,0,0.0003000858197121606
4761,0,0.0495711517944016
9466,1,0.9999732556549918
4791,0,0.049905636885210436
2334,0,0.03358238210664087
3139,0,0.8335702858612946
11817,1,0.3113637874640018
3508,1,0.8639608346525733
3040,0,0.9363961683401263
11002,1,0.9958790777094259
10471,0,0.0019923606653899717
8693,1,0.999999995969101
12163,0,0.5785393550710726
4786,0,7.414659229235053e-05
3468,0,0.05182578831936485
675,0,0.0012376398677739116
7269,0,7.499984188136922e-07
11722,0,1.7058471580563463e-06
8519,1,0.7164255867184478
4985,1,0.046577326896480926
1572,1,0.9992945387634801
654,1,0.9999375874366985
994,1,0.9999883289298455
3579,1,0.9715348703480575
1675,0,0.20638402214418142
9944,1,0.9981575403469533
1943,0,0.06610666724762966
2580,1,0.3299816756289329
5965,1,0.9995454337856646
7344,1,0.8582125252653903
4868,0,5.914821315384361e-07
12394,0,0.008154859743139438
543,1,0.9955686494989291
9013,0,0.0009271877807563845
5901,0,0.0073442241234719634
410,1,0.9973486141475614
3334,0,0.00397282407590143
1165,1,0.9959536699349602
9345,0,0.0006892799990977464
12003,1,0.8172814255031964
360,0,0.043844998899764114
5764,1,0.9154395544939175
1746,0,0.0004082948930824314
10027,1,0.06481387763081944
283,1,0.14664367577952164
453,1,0.08122905127143427
4592,1,0.8741067101363558
12442,0,0.99884014487607
324,0,0.0027841419865779495
811,1,0.04217024580194631
8021,0,0.02366715341759223
6110,1,0.8573529604693692
8534,1,0.4871051021846188
579,1,0.8942829598266825
4685,1,0.9825515589356195
3378,1,0.12201558068111136
9844,1,0.9988037839293538
1263,1,0.000829231570828944
12142,1,0.9887010694567903
2129,1,0.47255035655906547
7563,0,0.005221799859361033
289,0,0.07395810930350553
722,1,0.9695651678915631
8532,1,0.9747150499928922
6015,0,1.1322613185847253e-08
1219,1,0.9998734244065093
4820,0,0.8826252452148533
10464,0,0.0102602569899076
7555,0,0.0012009177164223276
5221,1,0.9896370694769101
8176,0,0.1188247689540962
8528,0,0.3337116252596815
389,0,0.5963682834563381
5638,0,0.008442198824722795
8892,1,0.3137323525550316
10013,0,3.8582103155331334e-05
8057,1,0.8861051972360611
6268,1,0.9991581607924671
3324,0,4.05680166911077e-05
5600,0,0.006890392244883041
10600,1,0.6885796479110123
1812,1,0.9996893868927008
12432,0,0.00887958614797934
10251,1,0.9993586203555715
10023,1,0.23151901341687392
8819,1,0.9999999575947138
6239,1,0.9999721333048086
2926,1,0.9969726937750811
275,1,0.9984975876194258
11053,0,0.005200654414553168
11953,1,0.4063200057973997
1719,0,4.7232742419528637e-05
11418,0,0.002105508863655907
4609,0,0.010843797721447638
1944,0,0.9999699079723274
8159,0,0.0037927381530055834
10685,0,0.24767167952219155
60,0,0.03774769622753263
9720,0,0.0014221925923691523
5522,1,0.005852323096337149
12233,1,0.9996667323737605
11869,0,0.004767755643823507
3277,0,6.855992015216505e-05
9991,1,0.8123056297954143
9213,0,0.6347840439560806
8833,0,0.7884243122369454
1143,0,0.07914839543728491
6577,1,0.7870507839351547
5971,0,0.35893011011914083
10198,1,0.9560174726648011
11192,1,0.9999945418043007
6051,1,0.9892343930245748
5225,1,0.15992822240169305
4859,1,0.9995005696941673
1681,1,0.9679039535183439
8416,0,0.0004166813866980561
7642,0,0.0016938630004551187
6098,0,0.016481651144567535
11906,0,0.9473646386729428
11345,1,0.9989338087017596
3492,0,4.43521952472496e-06
10215,0,0.9307069420300241
1639,0,0.08836867784911544
8208,1,0.07279689898238044
3813,1,0.9999998444951983
1334,1,0.005830984869640351
2962,1,0.981105708644571
2887,1,0.9980058145224282
1414,0,0.0010435000866332717
4616,0,0.9734807568100434
10160,0,0.252298844169681
9718,0,0.15792696738521797
10953,1,0.9914164093062408
1003,1,0.9952718146329688
10297,0,0.964699482481568
9627,1,0.9967860202396258
5662,1,0.9429597713540128
7990,1,0.9782911352156072
4016,1,0.9999999804231922
8713,1,0.9877256520841234
4307,1,0.9999255629434507
4637,1,0.9956509946397318
9565,0,0.0029258717953633082
9767,1,0.9986083882682949
6915,0,0.00018399830611474648
11904,0,0.0010683376778806992
8015,1,0.8827333824933562
9873,1,0.9276586490501045
12057,1,0.9682529256719392
6624,1,0.8793031891381221
9780,1,0.9989216744863288
8115,1,0.5713087961926506
4161,0,0.003144963308316433
6564,0,0.00825129227442104
11487,0,8.017975608280565e-05
4392,0,0.21341545840355255
8037,1,0.8295977851658293
4487,1,0.9530848724660734
5621,1,0.9920921218002927
593,1,0.9457132790345537
12475,0,0.1786327502936241
3932,1,0.7803330950485773
798,0,0.017181505295688584
1729,1,0.98577089245154
4499,1,0.9991587058666754
6353,0,0.00020872179618440455
4214,1,0.9998288615731517
6197,1,2.112462533769722e-05
2117,0,5.3418535897119665e-05
11386,0,0.0011637481083362573
10555,0,0.2114778017732228
3521,0,0.08966798006691791
11,1,0.06732904281648809
11986,0,0.34866399443096113
11635,1,0.019798337809021793
7394,0,0.8149437278343197
5729,1,0.5165830664508566
3677,0,0.799193052916406
66,0,6.140392964356098e-07
8484,1,0.7510978957967145
9761,0,0.08736309233405921
12295,0,0.0001363603662501326
5847,0,0.006317983827614787
7301,1,0.9999997100726209
1779,0,0.0025343380584079223
7303,0,0.00038229633759913703
1041,1,0.9996008434149055
12189,0,0.04749757841645479
5396,0,9.631423814830722e-07
6931,1,0.0027141068711573225
9004,0,0.958974640514068
11677,1,0.9999744204831833
2853,0,0.059434072482210484
11225,1,0.8657412083024345
9825,1,0.9994326439363405
1000,0,0.36509883545194377
5727,0,0.0007583860205794806
11877,1,0.999966779261603
10970,1,0.9951487808201653
5723,0,0.6390240421642556
4646,0,0.000311850229289471
5308,0,4.226901897618673e-05
8070,1,0.992847400383826
7236,0,0.4646674028496989
1300,1,0.9998883846830559
9526,0,0.9737845869645526
12367,0,0.3163954065028493
2458,0,1.0232226389567988e-06
940,0,0.05492079596039295
1938,0,0.3740645967718112
5117,1,0.9998439160194605
2433,1,0.9690222322778279
5952,1,0.9366942482662138
10599,0,4.6183269184919164e-08
12386,1,0.3562386648515773
862,0,0.2539631975681362
4327,1,0.9441544601849445
3844,1,0.8743937944250446
4265,0,2.924637772162173e-10
5897,1,0.838781390069343
12215,0,0.0004728637387947735
3301,1,0.9972581550394101
3070,1,0.9628738252308708
8780,1,0.0377142463536775
8212,0,0.12153228513727306
11412,1,0.9998945064058914
10232,1,0.9994940800115266
1911,1,0.29780359785434557
4460,1,0.9996215867766346
6189,1,0.9866188203690585
9346,0,3.1378952670574864e-05
8146,1,0.9996873746106396
9434,0,0.0006867255400742336
8474,0,0.011050497692976046
6207,1,0.9629808930793884
5148,1,0.3882098931443015
11916,1,0.8249075372558405
7840,1,0.8015987832132273
7357,1,0.9936759621426954
3206,1,0.9938687303805235
10283,1,0.9993960655779118
10651,0,3.1820641427133306e-06
1091,1,0.9993471717405622
12450,0,0.0033647859383695846
2191,0,0.21797277607473528
2221,0,0.006112639336928912
3957,0,0.5537401008437314
3077,0,7.509158323141376e-08
68,1,0.9175940039412492
3915,1,0.9719912443591886
10511,0,1.59044866346541e-05
8908,1,0.9289069698656486
6011,1,0.507674150143636
7570,1,0.24636974950450546
3304,0,5.293231529400169e-06
5662,0,0.0005517969197780685
2051,0,0.004626885984724649
10813,0,0.00340615561272297
4503,1,0.9999325377379968
3191,0,0.5074868002701853
2096,1,0.9845056694876448
11692,0,5.396062205723342e-07
11620,1,0.9930710998744364
222,0,0.1579635879862358
11652,0,0.010981152805473345
4218,1,0.9972119045724309
3373,1,0.9937721221229137
4061,1,0.9066256451437591
1888,0,0.029537675087464507
6962,0,4.4534210865996346e-07
3839,0,0.03658633541304945
6635,1,0.9999886227759627
10399,1,0.9606642642224429
10213,0,2.695942183559702e-10
9588,1,0.9986615342889679
10839,1,0.022471580750134407
3891,0,0.016506546922603636
2660,1,0.9932140748894012
5259,0,0.7498090197311588
2885,0,0.0005040715637390325
3683,1,0.9961176535879309
7145,1,0.970081873909521
12169,1,0.9893602230863112
6278,0,0.9235559929628469
6257,0,0.003635601217892177
8366,0,0.0024153995284288436
9682,0,0.10006947959617188
7586,1,0.9741023432836854
6918,1,0.04734361839666826
6187,0,4.917124535472123e-05
8804,1,0.965432152583218
7605,1,0.9943402788933753
3749,0,0.05262257744891302
1114,1,0.9932457899043569
11766,1,0.9996125237841108
5360,0,5.371008584453308e-08
120,1,0.9997206301788022
4689,0,0.006534818627246644
3724,1,0.9409048933998552
6914,0,0.0816917705255608
5990,0,0.9840873212255504
12049,1,0.9755046242703344
11984,1,0.9772274999763317
9431,1,0.929696702890969
11669,1,0.9204161012642152
